data_as_of,start_date,end_date,group,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid,footnote
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,Female,45-54 years,67,555,83,52,0,98,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,Female,50-64 years,211,1760,252,165,0,298,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,Female,55-64 years,167,1413,200,130,0,237,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,Female,65-74 years,232,1825,296,177,,352,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,Female,75-84 years,185,1721,248,142,0,291,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,Female,85 years and over,212,2228,287,171,,329,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,All Ages,75036,677512,80758,46953,755,109512,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,Under 1 year,20,3413,48,,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,0-17 years,92,5964,138,33,18,213,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,1-4 years,12,729,34,,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,5-14 years,31,978,31,,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,15-24 years,220,6119,210,119,,320,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,18-29 years,514,11414,520,300,12,744,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,25-34 years,881,14380,891,550,17,1236,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,30-39 years,1417,18125,1369,897,26,1914,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,35-44 years,2188,21533,2011,1397,26,2828,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,40-49 years,3312,26382,3036,2195,43,4196,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,45-54 years,4945,36732,4648,3309,65,6345,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,50-64 years,13668,107512,14010,9042,142,18765,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,55-64 years,10706,85513,11200,7074,108,14931,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,65-74 years,16645,133936,18411,10938,168,24264,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,75-84 years,20185,172685,22588,12779,174,30152,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,All Sexes,85 years and over,19203,201494,20686,10769,172,29264,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,All Ages,42337,364561,45833,27159,393,61362,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,Under 1 year,,1889,21,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,0-17 years,36,3446,68,14,,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,1-4 years,,411,18,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,5-14 years,14,566,19,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,15-24 years,122,4403,116,65,,177,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,18-29 years,329,8221,314,193,,457,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,25-34 years,543,10026,540,338,10,753,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,30-39 years,825,12102,796,523,12,1109,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,35-44 years,1325,13904,1176,849,12,1664,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,40-49 years,2044,16622,1811,1367,22,2510,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,45-54 years,3104,23053,2817,2062,41,3897,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,50-64 years,8433,66608,8401,5525,85,11387,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,55-64 years,6548,52747,6683,4297,60,8990,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,65-74 years,9916,79038,10990,6587,90,14398,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,75-84 years,11649,93946,13136,7505,95,17365,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Male,85 years and over,9105,84578,10317,5445,74,14039,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,All Ages,32699,312951,34925,19794,362,48150,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,Under 1 year,13,1524,27,,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,0-17 years,56,2518,70,19,11,116,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,1-4 years,,318,16,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,5-14 years,17,412,12,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,15-24 years,98,1716,94,54,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,18-29 years,185,3193,206,107,,287,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,25-34 years,338,4354,351,212,,483,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,30-39 years,592,6023,573,374,14,805,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,35-44 years,863,7629,835,548,14,1164,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,40-49 years,1268,9760,1225,828,21,1686,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,45-54 years,1841,13679,1831,1247,24,2448,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,50-64 years,5235,40904,5609,3517,57,7378,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,55-64 years,4158,32766,4517,2777,48,5941,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,65-74 years,6729,54898,7421,4351,78,9866,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,75-84 years,8536,78739,9452,5274,79,12787,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Florida,Female,85 years and over,10098,116916,10369,5324,98,15225,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,All Ages,33883,284581,29030,17786,319,45412,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,Under 1 year,13,1959,23,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,0-17 years,48,3567,64,11,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,1-4 years,,410,10,0,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,5-14 years,17,618,23,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,15-24 years,133,3645,110,56,,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,18-29 years,280,6227,226,114,,399,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,25-34 years,487,7142,352,217,,627,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,30-39 years,788,8773,561,374,12,984,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,35-44 years,1186,10848,866,586,17,1482,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,40-49 years,1749,14079,1325,913,18,2179,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,45-54 years,2716,19872,2107,1460,26,3388,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,50-64 years,7427,55058,6182,4042,77,9636,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,55-64 years,5734,43210,4867,3127,60,7527,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,65-74 years,8499,63117,7420,4703,80,11288,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,75-84 years,8765,69522,7865,4737,73,11959,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,All Sexes,85 years and over,6327,64238,5387,2892,42,8859,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,All Ages,18293,148288,15851,9801,156,24480,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,Under 1 year,11,1076,14,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,0-17 years,32,2089,35,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,1-4 years,,221,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,5-14 years,11,380,14,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,15-24 years,75,2695,64,35,,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,18-29 years,151,4494,124,60,,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,25-34 years,259,4866,183,107,,338,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,30-39 years,425,5676,292,198,,524,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,35-44 years,671,6724,474,332,11,823,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,40-49 years,1019,8584,758,533,,1253,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,45-54 years,1617,11970,1224,860,14,1995,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,50-64 years,4307,33033,3553,2330,34,5561,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,55-64 years,3288,25944,2785,1788,24,4306,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,65-74 years,4897,35394,4275,2726,43,6483,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,75-84 years,4767,35108,4358,2631,35,6526,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Male,85 years and over,2695,23910,2456,1315,15,3850,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,All Ages,15590,136293,13179,7985,163,20932,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,Under 1 year,,883,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,0-17 years,16,1478,29,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,1-4 years,,189,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,5-14 years,,238,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,15-24 years,58,950,46,21,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,18-29 years,129,1733,102,54,,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,25-34 years,228,2276,169,110,,289,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,30-39 years,363,3097,269,176,,460,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,35-44 years,515,4124,392,254,,659,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,40-49 years,730,5495,567,380,,926,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,45-54 years,1099,7902,883,600,12,1393,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,50-64 years,3120,22025,2629,1712,43,4075,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,55-64 years,2446,17266,2082,1339,36,3221,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,65-74 years,3602,27723,3145,1977,37,4805,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,75-84 years,3998,34414,3507,2106,38,5433,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Georgia,Female,85 years and over,3632,40328,2931,1577,27,5009,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,All Ages,1638,33943,2634,852,31,3449,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,Under 1 year,,206,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,0-17 years,,323,15,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,1-4 years,,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,5-14 years,,54,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,15-24 years,10,243,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,18-29 years,20,434,17,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,25-34 years,27,541,26,12,0,41,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,30-39 years,45,724,43,24,0,64,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,35-44 years,74,933,66,37,0,103,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,40-49 years,99,1252,90,49,0,140,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,45-54 years,137,1874,137,74,,200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,50-64 years,362,5198,407,200,,573,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,55-64 years,279,4049,322,155,,450,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,65-74 years,371,6611,528,210,,696,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,75-84 years,312,7407,593,172,,741,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,All Sexes,85 years and over,425,11994,941,188,10,1187,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,All Ages,978,18311,1526,530,19,1992,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,Under 1 year,,115,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,0-17 years,,195,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,1-4 years,,21,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,5-14 years,0,35,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,15-24 years,,182,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,18-29 years,15,315,12,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,25-34 years,17,395,21,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,30-39 years,30,520,30,16,0,44,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,35-44 years,47,638,40,22,0,65,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,40-49 years,63,840,63,32,0,94,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,45-54 years,101,1239,98,56,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,50-64 years,234,3344,244,130,,350,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,55-64 years,169,2589,186,95,,262,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,65-74 years,232,4141,339,133,,441,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,75-84 years,198,4197,370,113,,462,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Male,85 years and over,203,4759,460,101,,567,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,All Ages,660,15632,1108,322,12,1457,
