data_as_of,start_date,end_date,group,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid,footnote
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,Under 1 year,0,91,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,0-17 years,,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,1-4 years,0,10,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,5-14 years,,19,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,15-24 years,,61,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,18-29 years,,119,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,25-34 years,10,146,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,30-39 years,15,204,13,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,35-44 years,27,295,26,15,0,38,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,40-49 years,36,412,27,17,0,46,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,45-54 years,36,635,39,18,0,57,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,50-64 years,128,1854,163,70,,223,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,55-64 years,110,1460,136,60,,188,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,65-74 years,139,2470,189,77,,255,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,75-84 years,114,3210,223,59,,279,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Hawaii,Female,85 years and over,222,7235,481,87,,620,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,All Ages,5226,46620,4202,2691,63,6793,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,Under 1 year,,246,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,0-17 years,,502,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,1-4 years,0,56,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,5-14 years,0,90,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,15-24 years,12,547,14,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,18-29 years,24,832,20,11,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,25-34 years,31,891,24,15,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,30-39 years,64,1130,51,35,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,35-44 years,118,1361,78,57,,141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,40-49 years,185,1656,123,94,,216,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,45-54 years,308,2299,243,183,,369,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,50-64 years,876,6925,702,480,,1107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,55-64 years,681,5555,539,360,,869,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,65-74 years,1207,9640,1020,706,17,1536,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,75-84 years,1460,12334,1251,780,13,1942,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,All Sexes,85 years and over,1408,13601,1027,584,19,1867,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,All Ages,3051,24939,2406,1602,37,3887,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,Under 1 year,,128,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,0-17 years,,296,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,1-4 years,0,38,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,5-14 years,0,56,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,15-24 years,,409,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,18-29 years,17,617,11,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,25-34 years,24,625,14,10,0,28,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,30-39 years,37,758,25,18,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,35-44 years,65,868,41,30,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,40-49 years,117,1048,77,58,,138,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,45-54 years,203,1464,160,122,,242,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,50-64 years,571,4183,437,309,,706,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,55-64 years,442,3314,328,226,,551,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,65-74 years,714,5604,581,400,11,904,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,75-84 years,897,6741,762,487,,1178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Male,85 years and over,696,5692,507,323,,887,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,All Ages,2175,21681,1796,1089,26,2906,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,Under 1 year,0,118,0,0,0,0,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,0-17 years,0,206,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,1-4 years,0,18,0,0,0,0,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,5-14 years,0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,15-24 years,,138,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,18-29 years,,215,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,25-34 years,,266,10,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,30-39 years,27,372,26,17,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,35-44 years,53,493,37,27,0,63,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,40-49 years,68,608,46,36,0,78,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,45-54 years,105,835,83,61,0,127,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,50-64 years,305,2742,265,171,,401,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,55-64 years,239,2241,211,134,,318,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,65-74 years,493,4036,439,306,,632,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,75-84 years,563,5593,489,293,,764,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Idaho,Female,85 years and over,712,7909,520,261,10,980,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,All Ages,35888,332622,33872,18861,296,51176,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,Under 1 year,,1791,29,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,0-17 years,32,3228,66,11,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,1-4 years,,315,12,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,5-14 years,12,550,19,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,15-24 years,79,3625,77,37,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,18-29 years,200,6333,184,102,,286,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,25-34 years,358,7111,277,164,,474,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,30-39 years,563,8431,447,274,,742,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,35-44 years,831,10057,656,404,10,1093,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,40-49 years,1313,12896,1011,646,,1684,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,45-54 years,2005,18527,1694,1067,12,2642,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,50-64 years,5885,54252,5488,3328,58,8099,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,55-64 years,4698,43164,4432,2681,50,6495,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Illinois,All Sexes,65-74 years,7841,66448,7696,4499,49,11082,
